X,Y,zettaicode,suikeicode,prefcode,suiikicode,chitencode,chitenflag,nendo,locationname,rlscode,kijunflag1,kijunflag2,water,latitude,longitude,kijunflag3
140.6077778,37.8675,"0710790","","07","037","01",1,2021,"阿武隈川合流前（舟場）",1,"1","3","広瀬川（舘ノ腰橋より下流）",37.8675,140.6077778,""
140.61116667,37.77472223,"0711390","","07","037","51",2,2021,"地蔵川原橋",1,"2","","広瀬川（舘ノ腰橋より下流）",37.77472223,140.61116667,""
140.1,37.14138889,"0710810","","07","038","01",1,2021,"蔭磯橋",1,"1","3","大久川及び小久川",37.14138889,140.1,""
140.09805555,37.13805555,"0710820","","07","038","51",2,2021,"連郷橋",1,"2","","大久川及び小久川",37.13805555,140.09805555,""
140.96188889,37.70516667,"0710830","","07","039","01",1,2021,"落合橋",1,"1","3","真野川（桜田橋より上流）",37.70516667,140.96188889,""
140.83308334,37.71891667,"0711900","","07","039","51",2,2021,"真野ダム",1,"2","","真野川（桜田橋より上流）",37.71891667,140.83308334,""
141.00369444,37.68719444,"0710850","","07","040","01",1,2021,"真島橋",1,"1","3","真野川（桜田橋より下流）",37.68719444,141.00369444,""
140.09555555,37.09055555,"0710860","","07","041","01",1,2021,"松葉橋",1,"1","3","仁井田川",37.09055555,140.09555555,""
140.09222222,37.11888889,"0710870","","07","041","51",2,2021,"霞田橋",1,"2","","仁井田川",37.11888889,140.09222222,""
140.08972222,37.07555556,"0710880","","07","042","01",1,2021,"岩穴つり橋",1,"1","","好間川（町田橋より上流）",37.07555556,140.08972222,""
140.08361111,37.07638889,"0711910","","07","042","51",2,2021,"好間町大利篠登城",1,"2","","好間川（町田橋より上流）",37.07638889,140.08361111,""
140.09805555,37.07611111,"0710890","","07","043","01",1,2021,"夏井川合流前",1,"1","3","好間川（町田橋より下流）",37.07611111,140.09805555,""
140.91772223,37.80558333,"0710900","","07","044","01",1,2021,"小泉橋",1,"1","3","小泉川（小泉橋より上流）",37.80558333,140.91772223,""
140.95577778,37.80905556,"0710910","","07","045","01",1,2021,"百間橋",1,"1","3","小泉川（小泉橋より下流）",37.80905556,140.95577778,""
140.99580555,37.56766667,"0710920","","07","046","01",1,2021,"善丁橋",1,"1","3","小高川（善丁橋より上流）",37.56766667,140.99580555,""
141.02463889,37.57033334,"0710930","","07","047","01",1,2021,"ハツカラ橋",1,"1","3","小高川（善丁橋より下流）",37.57033334,141.02463889,""
141.01944445,37.55888889,"0712452","","07","047","02",1,2021,"白金橋",1,"1","0","小高川（善丁橋より下流）",37.55888889,141.01944445,""
141.00011111,37.20619444,"0710940","","07","048","01",1,2021,"坊田橋",1,"1","3","浅見川",37.20619444,141.00011111,""
140.93775,37.22238889,"0711400","","07","048","51",2,2021,"広野町水道取水点上流",1,"2","","浅見川",37.22238889,140.93775,""
139.91147222,37.69530555,"0711590","","07","049","01",1,2021,"大橋",1,"1","3","田付川（猫ノ尾橋より上流）",37.69530555,139.91147222,""
139.91147222,37.69530555,"0711590","","07","049","01",1,2021,"大橋",1,"1","3","田付川（猫ノ尾橋より上流）",37.69530555,139.91147222,""
139.84833333,37.60755556,"0710950","","07","050","01",1,2021,"下川原橋",1,"1","3","田付川（猫ノ尾橋より下流）",37.60755556,139.84833333,""
139.84833333,37.60755556,"0710950","","07","050","01",1,2021,"下川原橋",1,"1","3","田付川（猫ノ尾橋より下流）",37.60755556,139.84833333,""
139.85488889,37.549,"0710960","","07","051","01",1,2021,"細工名橋",1,"1","3","宮川",37.549,139.85488889,""
139.81975,37.59030555,"0710970","","07","052","01",1,2021,"丈助橋",1,"1","3","旧宮川",37.59030555,139.81975,""
139.85280556,37.63725,"0711600","","07","053","01",1,2021,"濁川橋",1,"1","3","濁川（濁川橋より上流）",37.63725,139.85280556,""
139.85280556,37.63725,"0711600","","07","053","01",1,2021,"濁川橋",1,"1","3","濁川（濁川橋より上流）",37.63725,139.85280556,""
139.83211111,37.61047222,"0710980","","07","054","01",1,2021,"山崎橋",1,"1","3","濁川（濁川橋より下流）",37.61047222,139.83211111,""
139.83211111,37.61047222,"0710980","","07","054","01",1,2021,"山崎橋",1,"1","3","濁川（濁川橋より下流）",37.61047222,139.83211111,""
139.88888889,37.58888889,"0711000","","07","055","01",1,2021,"南大橋",1,"1","3","日橋川",37.58888889,139.88888889,""
139.96261111,37.47111111,"0711010","","07","056","01",1,2021,"滝見橋",1,"1","3","湯川（滝見橋より上流）",37.47111111,139.96261111,""
139.8919444,37.50166667,"0711020","","07","057","01",1,2021,"新湯川橋",1,"1","3","湯川（滝見橋より下流）",37.50166667,139.8919444,""
139.8919444,37.50166667,"0711020","","07","057","01",1,2021,"新湯川橋",1,"1","3","湯川（滝見橋より下流）",37.50166667,139.8919444,""
139.88955555,37.50663889,"0711030","","07","057","51",2,2021,"阿賀野川合流前",1,"2","","湯川（滝見橋より下流）",37.50663889,139.88955555,""
139.88955555,37.50663889,"0711030","","07","057","51",2,2021,"阿賀野川合流前",1,"2","","湯川（滝見橋より下流）",37.50663889,139.88955555,""
139.87866667,37.57922223,"0711040","","07","058","01",1,2021,"粟ノ宮橋",1,"1","3","旧湯川",37.57922223,139.87866667,""
140.43725,37.13586111,"0711230","","07","059","01",1,2021,"猫啼橋",1,"1","3","今出川",37.13586111,140.43725,""
140.524,37.18861111,"0712080","","07","060","01",1,2021,"やなぎ橋",1,"1","3","北須川",37.18861111,140.524,""
139.862,37.67336111,"0710990","","07","205","01",3,2021,"押切川橋",1,"3","","押切川",37.67336111,139.862,""
139.90527778,37.74988889,"0711930","","07","205","02",3,2021,"日中ダム",1,"3","","押切川",37.74988889,139.90527778,""
140.06425,37.53708333,"0711050","","07","209","01",3,2021,"新橋",1,"3","3","高橋川",37.53708333,140.06425,""
140.09938889,37.53594444,"0711060","","07","210","01",3,2021,"梅の橋",1,"3","3","小黒川",37.53594444,140.09938889,""
140.12958334,37.51980556,"0711070","","07","211","01",3,2021,"小金橋",1,"3","3","長瀬川",37.51980556,140.12958334,""
140.12388889,37.41083333,"0711080","","07","212","01",3,2021,"舟津橋",1,"3","3","舟津川",37.41083333,140.12388889,""
140.51952778,37.83105556,"0711090","","07","213","01",3,2021,"新川橋",1,"3","","産ヶ沢川",37.83105556,140.51952778,""
140.56508333,37.84866666,"0711100","","07","214","01",3,2021,"阿武隈川合流前",1,"3","","東根川",37.84866666,140.56508333,""
140.49,37.79277777,"0711120","","07","216","01",3,2021,"八反田橋",1,"3","3","八反田川",37.79277777,140.49,""
140.49472222,37.79305555,"0712210","","07","216","02",3,2021,"阿武隈川合流前",1,"3","","八反田川",37.79305555,140.49472222,""
140.46666667,37.73972222,"0711730","","07","217","02",3,2021,"大森川合流前",1,"3","3","濁川",37.73972222,140.46666667,""
140.49527777,37.64444444,"0711140","","07","218","01",3,2021,"下藤内橋",1,"3","3","水原川",37.64444444,140.49527777,""
140.53194445,37.65222222,"0711150","","07","219","01",3,2021,"新鶴巻橋",1,"3","","女神川",37.65222222,140.53194445,""
140.51611111,37.59222222,"0711160","","07","220","01",3,2021,"小瀬川橋",1,"3","","移川",37.59222222,140.51611111,""
140.46066667,37.60513889,"0711170","","07","221","01",3,2021,"油井川橋",1,"3","","油井川",37.60513889,140.46066667,""
140.48416666,37.77777778,"0712190","","07","222","01",3,2021,"松川合流前",1,"3","","祓川",37.77777778,140.48416666,""
140.43444444,37.56305556,"0711200","","07","224","01",3,2021,"落合橋",1,"3","","杉田川",37.56305556,140.43444444,""
140.37361111,37.36583333,"0711210","","07","225","01",3,2021,"新橋",1,"3","3","笹原川",37.36583333,140.37361111,""
140.37305556,37.3275,"0711220","","07","226","01",3,2021,"旧４号国道下",1,"3","","滑川",37.3275,140.37305556,""
140.285,37.07416667,"0711240","","07","228","01",3,2021,"社川合流前",1,"3","","藤野川",37.07416667,140.285,""
140.23886111,37.11669445,"0711250","","07","229","01",3,2021,"阿武隈川合流前",1,"3","","谷津田川",37.11669445,140.23886111,""
140.19555555,37.13583333,"0711260","","07","230","01",3,2021,"阿武隈川合流前",1,"3","","堀川",37.13583333,140.19555555,""
140.07780556,37.15452778,"0712220","","07","230","02",3,2021,"堀川ダム",1,"3","","堀川",37.15452778,140.07780556,""
140.41316667,36.95075,"0711280","","07","232","01",3,2021,"久慈川合流前",1,"3","","川上川",36.95075,140.41316667,""
140.93497222,37.83488889,"0711290","","07","233","01",3,2021,"浜畑橋",1,"3","","地蔵川",37.83488889,140.93497222,""
141.02472223,37.59083333,"0711300","","07","234","01",3,2021,"丸山橋",1,"3","","太田川",37.59083333,141.02472223,""
141.0315,37.46113889,"0711310","","07","235","01",3,2021,"中浜橋",1,"3","","前田川",37.46113889,141.0315,""
141.03055556,37.46194444,"0712454","","07","235","02",3,2021,"浜野橋",1,"3","","前田川",37.46194444,141.03055556,""
141.03111111,37.385,"0711320","","07","236","01",3,2021,"三熊橋",1,"3","","熊川",37.385,141.03111111,""
140.08694444,37.05694444,"0711330","","07","237","01",3,2021,"古川橋",1,"3","","新川",37.05694444,140.08694444,""
140.09527777,37.05277778,"0711800","","07","237","02",3,2021,"一之矢橋",1,"3","","新川",37.05277778,140.09527777,""
140.09333333,37.02388889,"0711340","","07","238","01",3,2021,"高久橋",1,"3","","滑津川",37.02388889,140.09333333,""
140.09833333,36.97166667,"0711350","","07","239","01",3,2021,"矢田川橋",1,"3","","矢田川",36.97166667,140.09833333,""
140.09388889,36.94222222,"0711360","","07","240","01",3,2021,"藤原川合流前",1,"3","","宝珠院川",36.94222222,140.09388889,""
140.08194445,36.91944445,"0711370","","07","241","01",3,2021,"鮫川合流前",1,"3","","四時川",36.91944445,140.08194445,""
140.08194445,36.91944445,"0711370","","07","241","01",3,2021,"鮫川合流前",1,"3","","四時川",36.91944445,140.08194445,""
140.70138889,36.925,"0712240","","07","241","02",3,2021,"小室橋",1,"3","3","四時川",36.925,140.70138889,""
140.70138889,36.925,"0712240","","07","241","02",3,2021,"小室橋",1,"3","3","四時川",36.925,140.70138889,""
140.585,37.86888889,"0711410","","07","242","01",3,2021,"富士見橋",1,"3","","滝川",37.86888889,140.585,""
140.56347222,37.86069444,"0711420","","07","243","01",3,2021,"阿武隈川合流前",1,"3","","佐久間川",37.86069444,140.56347222,""
141.02277778,37.34055555,"0711430","","07","244","01",3,2021,"小浜橋",1,"3","","富岡川",37.34055555,141.02277778,""
141.01555556,37.27733334,"0711440","","07","245","01",3,2021,"本釜橋",1,"3","","井出川",37.27733334,141.01555556,""
139.89583333,37.59305555,"0711640","","07","253","01",3,2021,"東栄橋",1,"3","","大塩川",37.59305555,139.89583333,""
139.88222223,37.59,"0711660","","07","255","01",3,2021,"舘ノ内橋",1,"3","","溷川",37.59,139.88222223,""
139.31583333,36.92916667,"0712360","","07","256","01",3,2021,"尾瀬沼流入前の橋",1,"3","3","大江川",36.92916667,139.31583333,""
140.13811111,37.60991667,"0711700","","07","257","01",3,2021,"酸川野",1,"3","","酸川",37.60991667,140.13811111,""
140.38694444,37.15722222,"0711710","","07","258","01",3,2021,"阿武隈川合流前",1,"3","","泉川",37.15722222,140.38694444,""
140.38,37.75222222,"0711720","","07","259","01",3,2021,"須川橋",1,"3","3","須川",37.75222222,140.38,""
140.42111111,37.75361111,"0712290","","07","259","02",3,2021,"荒川合流前",1,"3","","須川",37.75361111,140.42111111,""
140.08111111,37.41666667,"0711740","","07","260","01",3,2021,"三浜橋上流",1,"3","3","菅川",37.41666667,140.08111111,""
140.07666667,37.41555556,"0711750","","07","261","01",3,2021,"大作橋上流",1,"3","3","常夏川",37.41555556,140.07666667,""
140.41444444,37.4325,"0711760","","07","262","01",3,2021,"阿武隈川合流前",1,"3","3","藤田川",37.4325,140.41444444,""
140.41694445,37.42222223,"0711770","","07","263","01",3,2021,"小泉橋",1,"3","3","桜川",37.42222223,140.41694445,""
140.35916667,37.415,"0711780","","07","264","01",3,2021,"逢瀬川合流前",1,"3","3","亀田川",37.415,140.35916667,""
140.58777777,37.42880556,"0711810","","07","265","01",3,2021,"大滝根川合流前",1,"3","3","牧野川",37.42880556,140.58777777,""
140.461,37.60133333,"0711820","","07","266","01",3,2021,"阿武隈川合流前",1,"3","0","鯉川",37.60133333,140.461,""
140.45277778,37.59138889,"0711830","","07","288","01",3,2021,"阿武隈川合流前",1,"3","3","六角川",37.59138889,140.45277778,""
140.09861111,37.11194444,"0711840","","07","289","01",3,2021,"６号国道下",1,"3","","境川",37.11194444,140.09861111,""
140.0875,36.94194444,"0711850","","07","290","01",3,2021,"下神白橋",1,"3","","神白川",36.94194444,140.0875,""
140.09222222,36.99333333,"0711860","","07","291","01",3,2021,"藤原川合流前",1,"3","","湯本川",36.99333333,140.09222222,""
140.08361111,36.92805556,"0711870","","07","292","01",3,2021,"植田橋",1,"3","","渋川",36.92805556,140.08361111,""
140.81011667,36.96500556,"0712451","","07","293","01",3,2021,"紅葉橋",1,"3","","釜戸川",36.96500556,140.81011667,""
140.46555556,37.74,"0712420","","07","300","01",3,2021,"大森川（濁川合流点前）",1,"3","","阿武隈川水系",37.74,140.46555556,""
140.7175,36.90833333,"0720360","","07","401","01",3,2021,"四時ダムサイト",2,"6","3","四時ダム貯水池",36.90833333,140.7175,""
140.47722223,37.40555556,"0720390","","07","402","01",3,2021,"三春ダムサイト",2,"6","3","三春ダム貯水池",37.40555556,140.47722223,""
140.47027778,37.40138889,"0720370","","07","402","80",3,2021,"三春ダム",2,"6","","三春ダム貯水池",37.40138889,140.47027778,""
140.41611111,37.92666667,"0720400","","07","403","01",3,2021,"摺上川ダムサイト",2,"6","","摺上川ダム貯水池",37.92666667,140.41611111,""
140.09902777,37.46636111,"0720020","","07","501","01",1,2021,"湖心",2,"4","1","猪苗代湖",37.46636111,140.09902777,""
140.02916667,37.50888889,"0720030","","07","501","51",2,2021,"小石ヶ浜水門",2,"5","2","猪苗代湖",37.50888889,140.02916667,""
140.11269444,37.51913889,"0720040","","07","501","52",2,2021,"天神浜",2,"5","2","猪苗代湖",37.51913889,140.11269444,""
140.14861111,37.49027777,"0720050","","07","501","53",2,2021,"安積疎水取水口",2,"5","2","猪苗代湖",37.49027777,140.14861111,""
140.15138889,37.44694444,"0720060","","07","501","54",2,2021,"浜路浜",2,"5","2","猪苗代湖",37.44694444,140.15138889,""
140.11694445,37.41527778,"0720070","","07","501","55",2,2021,"舟津港",2,"5","2","猪苗代湖",37.41527778,140.11694445,""
140.08722222,37.42083334,"0720080","","07","501","56",2,2021,"青松浜",2,"5","2","猪苗代湖",37.42083334,140.08722222,""
140.06238889,37.53063889,"0720260","","07","501","57",2,2021,"高橋川河口付近",2,"5","2","猪苗代湖",37.53063889,140.06238889,""
140.055,37.67776667,"0720120","","07","502","01",1,2021,"湖心",2,"4","1","檜原湖",37.67776667,140.055,""
140.05333333,37.71805,"0720270","","07","502","51",2,2021,"湖北部",2,"5","2","檜原湖",37.71805,140.05333333,""
140.05416667,37.66276667,"0720280","","07","502","52",2,2021,"湖南部",2,"5","2","檜原湖",37.66276667,140.05416667,""
140.0975,37.67166667,"0720130","","07","503","01",1,2021,"湖心",2,"4","1","小野川湖",37.67166667,140.0975,""
140.10721667,37.67776667,"0720290","","07","503","51",2,2021,"湖東部",2,"5","2","小野川湖",37.67776667,140.10721667,""
140.09055,37.66693334,"0720300","","07","503","52",2,2021,"湖西部",2,"5","2","小野川湖",37.66693334,140.09055,""
140.13083334,37.65555556,"0720140","","07","504","01",1,2021,"湖心",2,"4","1","秋元湖",37.65555556,140.13083334,""
140.15,37.65526667,"0720310","","07","504","51",2,2021,"湖東部",2,"5","2","秋元湖",37.65526667,140.15,""
140.12194445,37.65638889,"0720320","","07","504","52",2,2021,"湖西部",2,"5","2","秋元湖",37.65638889,140.12194445,""
140.07026667,37.6861,"0720150","","07","505","01",1,2021,"湖心",2,"4","3","曽原湖",37.6861,140.07026667,""
140.00305556,37.62,"0720160","","07","506","01",1,2021,"湖心",2,"4","3","雄国沼",37.62,140.00305556,""
140.089,37.65208333,"0720170","","07","507","01",1,2021,"毘沙門沼湖心",2,"4","3","磐梯五色沼湖沼群",37.65208333,140.089,""
140.08333333,37.2686,"0720180","","07","508","01",1,2021,"湖心",2,"4","3","羽鳥湖",37.2686,140.08333333,""
139.27638334,37.30555,"0720200","","07","509","01",1,2021,"湖心",2,"4","3","田子倉貯水池",37.30555,139.27638334,""
139.23345,37.13471666,"0720210","","07","510","01",1,2021,"湖心",2,"4","3","奥只見貯水池",37.13471666,139.23345,""
139.57015,37.45435,"0720220","","07","511","01",1,2021,"湖心",2,"4","3","沼沢湖",37.45435,139.57015,""
139.30416667,36.92472223,"0720010","","07","512","01",1,2021,"湖心",2,"4","3","尾瀬沼",36.92472223,139.30416667,""
139.31194444,36.92722223,"0720230","","07","512","51",2,2021,"長蔵小屋南西約２５０ｍ",2,"5","3","尾瀬沼",36.92722223,139.31194444,""
139.96444444,37.46,"0720340","","07","513","01",1,2021,"東山ダムサイト",2,"4","1","東山ダム貯水池",37.46,139.96444444,""
139.9661,37.46166667,"0720380","","07","513","51",2,2021,"ダム水出口",2,"5","2","東山ダム貯水池",37.46166667,139.9661,""
140.48738333,37.18978333,"0720330","","07","514","01",1,2021,"千五沢ダムサイト",2,"4","1","千五沢ダム貯水池",37.18978333,140.48738333,""
139.91527778,37.34222222,"0720350","","07","515","01",1,2021,"湖心",2,"4","1","大川ダム貯水池",37.34222222,139.91527778,""
140.89277777,36.93472222,"0730010","","07","601","01",1,2021,"四号埠頭先",3,"7","4","小名浜港",36.93472222,140.89277777,""
140.86833334,36.91944445,"0730020","","07","601","51",2,2021,"西防波堤第２の北約４００ｍ付近",3,"8","5","小名浜港",36.91944445,140.86833334,""
140.91083333,36.94333333,"0730030","","07","601","52",2,2021,"漁港区内",3,"8","5","小名浜港",36.94333333,140.91083333,""
140.815,36.87611111,"0730040","","07","602","01",1,2021,"蛭田川沖南南東約２５００ｍ付近",3,"7","6","常磐沿岸海域",36.87611111,140.815,""
140.815,36.87611111,"0730040","","07","602","01",1,2021,"蛭田川沖南南東約２５００ｍ付近",3,"7","6","常磐沿岸海域",36.87611111,140.815,""
140.82638889,36.89527777,"0730050","","07","602","02",1,2021,"鮫川沖南約２０００ｍ付近",3,"7","6","常磐沿岸海域",36.89527777,140.82638889,""
140.82638889,36.89527777,"0730050","","07","602","02",1,2021,"鮫川沖南約２０００ｍ付近",3,"7","6","常磐沿岸海域",36.89527777,140.82638889,""
140.83388889,36.90888889,"0730080","","07","602","51",2,2021,"照島の東南東約８００ｍの付近",3,"8","6","常磐沿岸海域",36.90888889,140.83388889,""
140.83388889,36.90888889,"0730080","","07","602","51",2,2021,"照島の東南東約８００ｍの付近",3,"8","6","常磐沿岸海域",36.90888889,140.83388889,""
140.81305556,36.895,"0730090","","07","602","52",2,2021,"蛭田川沖東約１０００ｍ付近",3,"8","","常磐沿岸海域",36.895,140.81305556,""
140.81305556,36.895,"0730090","","07","602","52",2,2021,"蛭田川沖東約１０００ｍ付近",3,"8","","常磐沿岸海域",36.895,140.81305556,""
140.79305555,36.86166667,"0730100","","07","602","53",2,2021,"勿来港外の漁港区内",3,"8","","常磐沿岸海域",36.86166667,140.79305555,""
140.79305555,36.86166667,"0730100","","07","602","53",2,2021,"勿来港外の漁港区内",3,"8","","常磐沿岸海域",36.86166667,140.79305555,""
140.83388889,36.91083333,"0730110","","07","602","54",2,2021,"小浜港外の漁港区内",3,"8","","常磐沿岸海域",36.91083333,140.83388889,""
140.83388889,36.91083333,"0730110","","07","602","54",2,2021,"小浜港外の漁港区内",3,"8","","常磐沿岸海域",36.91083333,140.83388889,""
140.98047223,37.81433333,"0730160","","07","603","01",1,2021,"漁業権区域区１号中央付近",3,"7","4","松川浦海域",37.81433333,140.98047223,""
140.98047223,37.81433333,"0730160","","07","603","01",1,2021,"漁業権区域区１号中央付近",3,"7","4","松川浦海域",37.81433333,140.98047223,""
140.98047223,37.81433333,"0730160","","07","603","01",1,2021,"漁業権区域区１号中央付近",3,"7","4","松川浦海域",37.81433333,140.98047223,""
140.97775,37.8055,"0730170","","07","603","02",1,2021,"漁業権区域区３号中央付近",3,"7","4","松川浦海域",37.8055,140.97775,""
140.97775,37.8055,"0730170","","07","603","02",1,2021,"漁業権区域区３号中央付近",3,"7","4","松川浦海域",37.8055,140.97775,""
140.97775,37.8055,"0730170","","07","603","02",1,2021,"漁業権区域区３号中央付近",3,"7","4","松川浦海域",37.8055,140.97775,""
140.97863889,37.82297223,"0730180","","07","603","51",2,2021,"浦の出入口付近",3,"8","5","松川浦海域",37.82297223,140.97863889,""
140.97863889,37.82297223,"0730180","","07","603","51",2,2021,"浦の出入口付近",3,"8","5","松川浦海域",37.82297223,140.97863889,""
140.97863889,37.82297223,"0730180","","07","603","51",2,2021,"浦の出入口付近",3,"8","5","松川浦海域",37.82297223,140.97863889,""
141.03755555,37.62022223,"0730190","","07","604","01",1,2021,"原町市特別都市下水路沖約１，０００ｍ付近",3,"7","6","原町市地先海域",37.62022223,141.03755555,""
141.04180555,37.63,"0730200","","07","604","02",1,2021,"新田川沖約１，０００ｍ付近",3,"7","6","原町市地先海域",37.63,141.04180555,""
141.08483333,37.62944445,"0730210","","07","604","03",1,2021,"新田川沖約５，０００ｍ付近",3,"7","6","原町市地先海域",37.62944445,141.08483333,""
140.96583333,36.95277778,"0730220","","07","605","01",1,2021,"中之作港沖約１０００ｍ付近",3,"7","6","いわき市地先海域",36.95277778,140.96583333,""
140.99361111,36.98861111,"0730230","","07","605","02",1,2021,"豊間漁港沖約１５００ｍ付近",3,"7","6","いわき市地先海域",36.98861111,140.99361111,""
140.99083333,37.05722222,"0730240","","07","605","03",1,2021,"夏井川沖約１５００ｍ付近",3,"7","6","いわき市地先海域",37.05722222,140.99083333,""
141.00333333,37.14972222,"0730260","","07","606","01",1,2021,"Ａ及びＢ防波堤の接部から西約１５０ｍ付近",3,"7","6","久之浜港",37.14972222,141.00333333,""
140.99861111,37.10833333,"0730270","","07","607","01",1,2021,"埠頭先東約３０ｍ付近",3,"7","6","四倉港",37.10833333,140.99861111,""
140.99861111,37.10833333,"0730270","","07","607","01",1,2021,"埠頭先東約３０ｍ付近",3,"7","6","四倉港",37.10833333,140.99861111,""
140.98083334,36.99361111,"0730280","","07","608","01",1,2021,"中防波堤先端から西３０ｍ付近（豊間地区）",3,"7","6","豊間漁港",36.99361111,140.98083334,""
140.97833334,36.9925,"0730290","","07","608","02",1,2021,"漁港内中央付近（沼之内船溜）",3,"7","6","豊間漁港",36.9925,140.97833334,""
140.95972222,36.96888889,"0730310","","07","609","01",1,2021,"東内防波堤先端から北西約５０ｍ付近",3,"7","6","江名港",36.96888889,140.95972222,""
140.95083333,36.95694444,"0730320","","07","610","01",1,2021,"西防波堤先端から南約２００ｍ付近",3,"7","6","中之作港",36.95694444,140.95083333,""
140.96808334,37.87027778,"0730330","","07","611","01",1,2021,"釣師浜漁港沖約２，０００ｍ付近",3,"7","6","相双地区地先海域",37.87027778,140.96808334,""
141.03452777,37.68405555,"0730340","","07","611","02",1,2021,"真野川沖約２，０００ｍ付近",3,"7","6","相双地区地先海域",37.68405555,141.03452777,""
141.07230556,37.48063889,"0730350","","07","611","03",1,2021,"請戸川沖約２，０００ｍ付近",3,"7","6","相双地区地先海域",37.48063889,141.07230556,""
141.05394444,37.42044445,"0730380","","07","611","51",2,2021,"東京電力（株）第一原子力発電所沖約１，０００ｍ",3,"8","","相双地区地先海域",37.42044445,141.05394444,""
141.04463889,37.31025,"0730390","","07","611","52",2,2021,"東京電力（株）第二原子力発電所沖約１，０００ｍ",3,"8","6","相双地区地先海域",37.31025,141.04463889,""
141.03447222,37.23172223,"0730400","","07","611","53",2,2021,"東京電力（株）広野火力発電所沖約１，０００ｍ",3,"8","6","相双地区地先海域",37.23172223,141.03447222,""
140.98588889,37.85616667,"0730360","","07","612","01",1,2021,"地蔵川沖約２，５００ｍ付近",3,"7","6","相馬港及び相馬地先海域",37.85616667,140.98588889,""
140.96472222,37.836,"0730370","","07","612","02",1,2021,"相馬港南防波堤屈曲部から西約２００ｍ付近",3,"7","6","相馬港及び相馬地先海域",37.836,140.96472222,""
140.90388889,36.92805556,"0730410","","07","613","01",1,2021,"番所灯台から真方位２４５度線上約２０００ｍ付近",3,"7","6","常磐沿岸海域（小名浜港沖）",36.92805556,140.90388889,""
140.90388889,36.92805556,"0730410","","07","613","01",1,2021,"番所灯台から真方位２４５度線上約２０００ｍ付近",3,"7","6","常磐沿岸海域（小名浜港沖）",36.92805556,140.90388889,""
140.86833334,36.91527778,"0730420","","07","613","02",1,2021,"八崎灯台から真方位１１５度線上約１５００ｍ付近",3,"7","6","常磐沿岸海域（小名浜港沖）",36.91527778,140.86833334,""
140.86833334,36.91527778,"0730420","","07","613","02",1,2021,"八崎灯台から真方位１１５度線上約１５００ｍ付近",3,"7","6","常磐沿岸海域（小名浜港沖）",36.91527778,140.86833334,""
140.86833334,36.91527778,"0730420","","07","613","02",1,2021,"八崎灯台から真方位１１５度線上約１５００ｍ付近",3,"7","6","常磐沿岸海域（小名浜港沖）",36.91527778,140.86833334,""
139.705,36.14305555,"0810010","","08","001","01",1,2021,"栗橋",1,"1","3","利根川中流",36.14305555,139.705,""
140.32916667,36.54777777,"0810430","","08","039","01",1,2021,"野口",1,"1","3","那珂川（２）",36.54777777,140.32916667,""
140.4313889,36.42138889,"0810440","","08","039","02",1,2021,"下国井",1,"1","3","那珂川（２）",36.42138889,140.4313889,""
140.2438889,36.56277778,"0810450","","08","039","51",2,2021,"新那珂川橋",1,"2","3","那珂川（２）",36.56277778,140.2438889,""
140.5163889,36.37027778,"0810470","","08","040","01",1,2021,"勝田橋",1,"1","3","那珂川（３）",36.37027778,140.5163889,""
140.5902778,36.33638889,"0810480","","08","040","51",2,2021,"海門橋",1,"2","3","那珂川（３）",36.33638889,140.5902778,""
140.13833333,35.85333333,"0810490","","08","041","01",1,2021,"布川",1,"1","3","利根川下流",35.85333333,140.13833333,""
140.13833333,35.85333333,"0810490","","08","041","01",1,2021,"布川",1,"1","3","利根川下流",35.85333333,140.13833333,""
140.49944444,35.90277778,"0810500","","08","041","02",1,2021,"佐原",1,"1","3","利根川下流",35.90277778,140.49944444,""
140.49944444,35.90277778,"0810500","","08","041","02",1,2021,"佐原",1,"1","3","利根川下流",35.90277778,140.49944444,""
139.89138889,35.98361111,"0810510","","08","041","51",2,2021,"芽吹橋",1,"2","3","利根川下流",35.98361111,139.89138889,""
139.89138889,35.98361111,"0810510","","08","041","51",2,2021,"芽吹橋",1,"2","3","利根川下流",35.98361111,139.89138889,""
140.05861111,35.89444444,"0810520","","08","041","52",2,2021,"取手",1,"2","3","利根川下流",35.89444444,140.05861111,""
140.05861111,35.89444444,"0810520","","08","041","52",2,2021,"取手",1,"2","3","利根川下流",35.89444444,140.05861111,""
140.24666666,35.85472222,"0810530","","08","041","53",2,2021,"須賀",1,"2","3","利根川下流",35.85472222,140.24666666,""
140.24666666,35.85472222,"0810530","","08","041","53",2,2021,"須賀",1,"2","3","利根川下流",35.85472222,140.24666666,""
140.34416666,35.8825,"0810540","","08","041","54",2,2021,"金江津",1,"2","3","利根川下流",35.8825,140.34416666,""
140.34416666,35.8825,"0810540","","08","041","54",2,2021,"金江津",1,"2","3","利根川下流",35.8825,140.34416666,""
140.62611111,35.87722223,"0810550","","08","041","55",2,2021,"河口堰",1,"2","3","利根川下流",35.87722223,140.62611111,""
140.62611111,35.87722223,"0810550","","08","041","55",2,2021,"河口堰",1,"2","3","利根川下流",35.87722223,140.62611111,""
140.83833333,35.73666666,"0810560","","08","041","56",2,2021,"銚子大橋",1,"2","3","利根川下流",35.73666666,140.83833333,""
140.83833333,35.73666666,"0810560","","08","041","56",2,2021,"銚子大橋",1,"2","3","利根川下流",35.73666666,140.83833333,""
